sys_RespNum,d,MXD_1_b,MXD_1_w,MXD_2_b,MXD_2_w,MXD_3_b,MXD_3_w,MXD_4_b,MXD_4_w,MXD_5_b,MXD_5_w,MXD_6_b,MXD_6_w,MXD_7_b,MXD_7_w,MXD_8_b,MXD_8_w,MXD_9_b,MXD_9_w,MXD_10_b,MXD_10_w,MXD_11_b,MXD_11_w,MXD_12_b,MXD_12_w,MXD_13_b,MXD_13_w,MXD_14_b,MXD_14_w,MXD_15_b,MXD_15_w,MXD_16_b,MXD_16_w,MXD_17_b,MXD_17_w,MXD_18_b,MXD_18_w,sys_MXDDesignID_MXD,nKOP1,nKOP2,nKOP3,nKOP4,nKOP5,nKOP6,nKOP7,nKOP8,nKOP9,nKOP10,nKOP11,nKOP12,nKOP13,weegvar
1954,411121626,9,31,3,30,24,12,2,34,14,28,17,40,1,35,37,13,10,26,2,34,23,28,15,29,3,13,17,33,10,12,16,32,9,26,10,40,MXD1_1753104514_5,1,4,2,5,1,3,1,3,9,1,2,1,2,.844307688019494
1064,411121630,40,26,5,2,37,31,15,35,6,23,16,17,39,25,34,12,32,19,11,24,14,26,6,29,31,27,4,12,39,28,16,32,5,12,21,13,MXD1_1753104514_5,1,4,1,1,8,1,4,6,5,2,2,2,2,.656384036745744
2310,411121632,40,38,6,36,2,29,3,24,22,19,6,27,1,35,9,19,14,28,10,29,40,12,9,25,6,23,15,28,5,24,4,26,2,11,21,25,MXD1_1753104514_5,1,4,2,4,5,1,4,6,11,2,1,1,1,.844307688019494
2205,411121641,23,10,9,27,29,8,21,11,33,20,1,10,2,40,25,38,3,16,8,2,1,34,11,7,25,26,18,6,33,23,17,16,22,15,30,8,MXD1_1753104514_5,2,4,1,4,1,3,6,2,9,2,2,1,2,.929938542002311
1912,411121644,13,40,32,4,16,37,17,38,6,33,29,25,10,36,13,26,3,24,18,33,14,30,10,40,16,29,17,32,3,25,2,27,9,31,13,25,MXD1_1753104514_5,1,4,1,5,1,3,4,2,5,2,2,1,2,.844307688019494
276,411121648,5,36,15,24,10,13,40,38,6,18,15,35,16,25,8,38,39,31,1,35,6,13,28,26,9,4,22,36,3,23,9,12,21,25,14,19,MXD1_1753104514_5,1,4,2,3,8,1,6,3,3,2,2,2,2,.656384036745744
2084,411121655,40,29,15,38,6,20,37,28,9,35,40,17,3,27,23,7,36,28,34,26,10,27,5,12,21,11,2,23,32,20,34,19,33,21,39,14,MXD1_1753104514_5,2,4,2,2,7,1,5,3,9,2,2,1,1,.724568543335398
1448,411121660,10,28,9,11,17,38,2,23,3,26,1,24,10,19,6,38,15,11,31,19,1,18,17,25,6,38,39,12,3,35,2,18,4,33,24,25,MXD1_1753104514_5,2,4,2,5,1,3,6,2,5,2,2,1,2,.929938542002311
1894,411121665,3,24,2,11,12,25,13,29,17,38,27,31,4,21,6,11,10,26,17,19,27,23,5,29,37,25,9,28,8,20,3,23,10,38,9,11,MXD1_1753104514_5,2,4,2,4,8,3,5,6,9,2,2,1,2,.563296097053295
2077,411121668,5,26,33,28,15,38,2,24,8,11,6,25,16,35,21,29,15,28,10,37,4,13,39,26,5,29,14,8,16,19,6,28,10,29,4,24,MXD1_1753104514_5,2,4,2,2,7,1,5,4,7,2,2,2,1,.724568543335398
1367,411121671,5,38,14,9,3,18,15,29,16,26,33,24,2,25,6,35,23,11,3,25,5,29,31,28,6,18,15,38,34,36,2,35,16,21,5,34,MXD1_1753104514_5,2,4,1,4,6,1,6,3,9,2,1,1,1,.563296097053295
2369,411121676,23,29,2,26,14,13,16,38,6,35,3,31,1,30,8,28,2,12,3,35,36,38,5,31,9,12,6,23,10,29,16,13,1,33,15,36,MXD1_1753104514_5,2,4,3,4,3,1,6,4,8,2,2,2,2,1.94954610920668
2023,411121699,6,12,4,18,9,13,30,26,2,16,34,36,5,12,3,26,8,15,10,14,9,16,7,19,2,32,5,29,3,30,10,13,2,18,34,26,MXD1_1753104514_5,2,4,2,5,1,1,4,2,5,2,2,1,2,.929938542002311
2359,411121708,27,11,21,33,1,24,5,14,13,25,34,38,32,11,3,4,22,26,10,18,15,25,8,35,2,19,6,26,13,38,3,39,2,25,9,19,MXD1_1753104514_5,2,4,1,4,3,3,6,4,10,2,1,1,2,.724568543335398
2260,411121713,7,4,8,27,32,2,19,29,16,20,9,7,14,35,13,30,17,34,15,36,9,22,5,25,24,23,12,37,17,31,16,36,3,40,13,29,MXD1_1753104514_5,1,4,3,1,7,3,2,2,5,2,2,2,2,1.26338230024556
2286,411121715,22,35,20,26,27,29,2,25,3,36,6,37,5,30,7,28,27,25,3,29,22,33,8,34,10,26,6,23,40,28,9,29,3,19,2,26,MXD1_1753104514_5,1,4,1,2,6,3,5,4,4,2,2,2,2,.656384036745744
2415,411121718,23,13,4,30,33,36,1,24,16,35,6,7,11,27,19,25,18,21,16,34,23,29,6,32,15,35,1,40,5,8,14,10,11,21,8,32,MXD1_1753104514_5,1,4,3,3,1,1,4,2,5,2,2,1,1,1.26338230024556
733,411121726,16,18,4,19,1,24,3,36,7,38,10,25,8,18,9,39,1,14,8,36,2,28,5,25,17,20,39,29,3,40,10,27,5,35,23,39,MXD1_1753104514_5,1,4,2,4,1,3,1,4,10,1,2,1,1,.844307688019494
22,411121730,35,13,14,17,25,24,29,16,5,36,1,21,4,33,3,23,20,2,14,38,36,16,27,18,17,19,22,10,6,33,30,23,26,17,22,24,MXD1_1753104514_5,1,4,1,2,8,1,6,3,10,2,2,2,2,.656384036745744
78,411121735,40,24,7,11,21,14,5,26,10,28,39,23,6,25,4,19,21,26,9,35,5,34,6,29,14,18,10,13,22,17,5,19,9,24,37,2,MXD1_1753104514_5,1,4,1,1,3,1,1,1,7,1,2,1,1,.844307688019494
1841,411121737,3,18,15,17,25,34,27,7,16,30,15,9,5,29,25,1,13,26,16,7,5,34,21,3,4,30,20,32,5,1,38,26,6,2,22,35,MXD1_1753104514_5,2,4,2,4,8,2,5,2,4,2,2,1,1,.563296097053295
68,411121739,10,11,3,24,4,19,1,38,9,29,8,11,6,34,2,12,10,19,3,27,9,14,17,13,39,18,21,29,2,28,7,13,4,24,25,12,MXD1_1753104514_5,2,4,1,3,3,1,5,2,5,2,2,1,1,.724568543335398
2211,411121743,40,19,7,29,5,23,2,30,40,33,8,12,6,18,9,13,10,28,22,12,2,26,5,13,32,29,3,18,6,17,9,1,16,35,3,38,MXD1_1753104514_5,2,4,2,5,6,1,4,3,9,2,2,1,2,.563296097053295
147,411121749,22,23,10,12,15,20,5,27,6,26,3,35,9,13,16,23,6,20,15,38,4,13,9,35,5,12,21,36,10,24,2,36,6,23,3,13,MXD1_1753104514_5,1,4,2,2,1,4,6,3,2,2,2,2,1,.844307688019494
609,411121750,5,26,9,24,6,15,1,26,10,28,3,27,2,36,1,24,21,20,3,14,6,35,11,37,16,28,3,13,2,18,8,14,9,35,22,29,MXD1_1753104514_5,2,4,2,2,7,1,6,3,3,2,1,2,1,.724568543335398
1698,411121751,27,12,17,4,33,29,5,24,18,38,21,13,19,8,22,28,17,10,23,12,5,7,30,3,19,26,33,13,36,28,1,40,17,21,23,13,MXD1_1753104514_5,1,4,3,2,8,3,2,3,9,2,2,1,2,1.26338230024556
2287,411121755,40,15,4,19,1,26,2,27,6,36,10,29,9,25,3,28,8,18,20,27,10,26,1,32,16,11,3,25,8,29,2,11,6,28,7,19,MXD1_1753104514_5,1,4,2,2,8,1,6,6,12,2,2,1,2,.656384036745744
1013,411121764,2,40,9,39,6,38,3,30,16,35,37,25,1,18,6,26,10,13,3,32,2,35,16,39,1,20,9,11,27,26,19,38,37,35,10,20,MXD1_1753104514_5,1,4,2,2,4,2,6,2,5,2,1,1,1,1.08361626739121
2155,411121767,7,11,33,17,13,21,34,4,9,24,10,14,3,29,2,31,9,37,25,28,3,17,19,18,1,39,8,4,6,11,2,14,37,17,7,26,MXD1_1753104514_5,1,4,2,2,4,3,4,5,10,2,2,2,2,1.08361626739121
1176,411121771,16,5,3,30,13,10,2,40,6,18,15,37,16,25,8,34,10,31,12,18,13,2,29,28,9,4,22,1,27,23,9,19,13,25,34,27,MXD1_1753104514_5,2,4,2,5,1,3,1,2,8,1,2,2,2,.929938542002311
1179,411121772,6,38,11,3,5,17,10,30,37,29,7,12,2,31,8,26,10,24,13,28,11,35,7,39,8,24,13,15,11,36,12,20,10,28,13,25,MXD1_1753104514_5,2,4,1,1,7,3,6,3,10,2,1,1,2,.724568543335398
1557,411121776,2,29,23,28,3,39,1,38,21,27,22,26,5,20,2,39,1,27,3,32,6,26,11,18,15,24,9,35,14,27,13,31,1,37,2,24,MXD1_1753104514_5,1,4,2,2,6,2,2,2,5,2,2,1,2,.656384036745744
2161,411121779,36,33,22,23,5,17,39,30,35,26,34,28,9,29,25,27,21,24,39,3,6,26,7,31,20,27,37,25,39,29,6,34,5,26,17,36,MXD1_1753104514_5,2,4,3,4,8,3,2,2,5,2,2,1,2,1.08421027778621
2382,411121780,37,26,6,24,2,29,3,28,33,13,40,23,31,26,34,12,5,38,39,24,33,25,22,28,6,35,16,7,40,17,9,23,5,26,16,18,MXD1_1753104514_5,1,4,1,1,8,3,5,3,3,2,2,2,1,.656384036745744
261,411121783,4,37,3,26,23,38,32,17,24,8,25,30,15,10,38,37,16,17,13,40,34,24,19,21,27,7,29,5,15,35,34,17,4,24,12,11,MXD1_1753104514_5,1,4,3,4,6,3,1,2,11,1,1,2,2,1.08361626739121
1626,411121789,37,26,6,24,15,19,3,30,5,27,32,18,2,12,34,13,6,10,25,26,1,36,15,29,2,18,8,19,22,12,3,36,2,26,40,29,MXD1_1753104514_5,2,4,2,1,3,1,6,3,3,2,2,2,2,.724568543335398
1709,411121791,6,28,39,14,10,16,6,20,22,26,5,13,9,37,23,14,10,38,34,15,4,40,7,35,5,25,17,26,21,19,15,37,8,18,40,4,MXD1_1753104514_5,2,4,1,5,3,3,6,3,7,2,2,2,2,.724568543335398
2355,411121796,10,2,4,14,15,34,5,12,3,17,8,19,21,25,6,13,2,14,32,19,22,30,5,21,31,34,9,39,10,26,3,29,16,13,31,26,MXD1_1753104514_5,1,4,1,2,6,3,4,6,9,2,1,2,1,.656384036745744
2330,411121801,30,23,24,7,32,39,33,28,2,29,14,13,40,12,19,35,15,37,34,17,3,12,16,19,14,4,24,11,32,37,5,13,16,12,15,26,MXD1_1753104514_5,2,4,2,2,8,1,4,3,9,2,2,1,1,.563296097053295
1930,411121805,1,20,3,26,16,27,5,12,6,18,33,40,7,13,2,31,23,22,3,33,1,24,15,30,8,29,37,31,5,28,2,36,9,38,4,35,MXD1_1753104514_5,1,4,2,5,1,2,2,3,5,2,1,2,1,.844307688019494
2001,411121810,17,38,2,25,6,28,9,26,8,38,10,20,27,40,4,29,14,36,2,11,3,28,10,24,21,13,27,26,9,35,2,28,8,31,1,29,MXD1_1753104514_5,1,4,1,5,7,2,5,2,12,2,1,2,2,.656384036745744
1539,411121813,1,18,2,30,3,35,24,38,40,19,10,28,22,39,5,32,3,26,6,38,25,37,2,20,9,27,40,18,10,12,22,26,39,19,6,29,MXD1_1753104514_5,1,4,2,5,6,1,6,2,5,2,1,1,2,.656384036745744
518,411121814,39,26,5,35,21,19,36,20,16,27,33,23,11,37,12,17,2,19,10,20,16,28,13,7,15,19,17,32,4,14,2,30,17,31,3,7,MXD1_1753104514_5,1,4,1,2,8,2,2,6,9,2,2,2,2,.656384036745744
154,411121826,9,31,3,30,12,24,2,33,18,14,17,38,1,23,13,29,8,16,2,24,23,25,40,29,3,14,8,33,10,30,7,16,9,25,10,14,MXD1_1753104514_5,1,4,1,5,6,1,6,2,5,2,1,1,1,.656384036745744
321,411121828,15,19,6,2,13,25,11,27,10,19,5,17,12,32,24,38,9,19,11,39,13,30,10,18,5,26,9,38,7,18,27,2,1,30,9,5,MXD1_1753104514_5,1,4,1,4,8,3,5,2,10,2,2,2,1,.656384036745744
1597,411121836,9,29,5,28,10,30,16,34,21,12,5,26,6,9,24,27,11,39,15,38,22,30,14,35,21,13,7,34,6,29,16,27,21,28,15,32,MXD1_1753104514_5,1,4,1,4,1,3,6,3,2,2,1,2,1,.844307688019494
946,411121837,8,27,10,32,22,26,3,30,6,27,34,29,25,28,24,12,8,26,2,23,3,38,6,36,9,28,10,13,25,31,22,29,9,26,16,28,MXD1_1753104514_5,2,4,2,1,4,1,1,2,5,1,2,1,1,1.08421027778621
1693,411121838,17,29,22,14,23,18,1,36,3,24,10,28,2,19,32,38,1,17,13,24,20,29,10,18,3,19,6,15,1,23,2,35,40,26,12,15,MXD1_1753104514_5,1,4,2,4,1,3,4,3,10,2,2,1,1,.844307688019494
411,411121841,40,19,14,26,5,20,2,24,1,25,37,19,16,18,27,35,10,24,22,12,2,26,13,39,40,29,3,36,6,20,1,26,16,28,10,39,MXD1_1753104514_5,2,4,1,5,6,1,1,1,1,1,2,1,1,.563296097053295
1739,411121844,21,18,24,5,32,12,22,23,3,35,33,38,10,28,31,13,33,36,9,12,2,11,3,38,20,25,22,39,16,12,24,29,21,1,6,19,MXD1_1753104514_5,1,4,1,2,7,4,2,3,7,2,2,2,1,.656384036745744
2291,411121847,1,12,16,36,5,13,40,34,39,11,6,26,1,24,10,29,5,28,14,11,4,24,3,30,15,13,10,37,27,26,6,34,20,38,3,26,MXD1_1753104514_5,1,4,2,1,7,1,5,3,7,2,2,2,2,.656384036745744
707,411121852,13,28,25,35,12,29,21,37,22,32,24,36,34,38,40,31,22,29,6,10,13,23,40,35,5,9,12,38,20,32,6,8,34,1,5,29,MXD1_1753104514_5,1,4,2,5,8,3,5,3,4,2,2,1,1,.656384036745744
2208,411121859,22,30,5,38,23,27,15,1,39,17,10,35,4,29,16,11,6,31,15,18,9,26,16,28,6,17,22,36,21,24,5,28,4,38,16,29,MXD1_1753104514_5,1,4,2,1,2,1,4,3,10,2,2,2,2,.656384036745744
2304,411121860,21,26,6,11,3,33,23,24,5,29,9,27,14,28,21,12,16,29,2,18,10,19,8,25,39,27,9,24,3,26,16,28,15,25,2,35,MXD1_1753104514_5,2,4,2,5,3,2,4,4,10,2,1,1,1,.724568543335398
832,411121862,21,26,14,4,2,17,13,7,12,28,9,30,5,24,36,39,33,17,37,28,3,11,9,20,10,5,34,29,31,35,2,21,40,38,34,17,MXD1_1753104514_5,1,4,2,2,7,2,5,6,6,2,2,2,2,.656384036745744
400,411121866,7,26,8,39,9,28,23,32,6,27,10,30,22,35,8,26,17,18,23,28,6,20,11,18,9,26,19,7,3,37,4,38,11,30,3,29,MXD1_1753104514_5,2,4,2,2,8,1,5,2,5,2,2,1,1,.563296097053295
100,411121870,7,35,39,24,29,17,25,23,5,27,30,20,16,35,33,38,14,17,15,23,19,20,25,18,10,9,15,39,14,37,4,38,11,19,25,20,MXD1_1753104514_5,2,4,3,4,4,3,5,2,10,2,2,1,2,1.94954610920668
1587,411121872,10,30,2,15,19,14,27,34,5,26,20,16,22,28,21,29,7,25,10,13,19,14,33,38,22,15,5,28,8,16,4,26,7,24,9,12,MXD1_1753104514_5,2,4,1,1,2,3,2,2,5,2,2,1,2,.563296097053295
1928,411121880,40,32,24,28,16,34,15,30,6,32,39,12,22,29,3,7,9,35,15,26,39,30,21,34,22,31,27,33,14,26,16,12,15,19,2,34,MXD1_1753104514_5,2,4,1,1,8,1,5,2,11,2,2,2,2,.563296097053295
1254,411121883,28,11,30,18,4,9,22,37,17,40,27,33,10,30,36,32,21,19,22,20,17,2,1,3,5,30,29,38,34,17,40,25,26,21,37,24,MXD1_1753104514_5,1,4,1,5,6,1,6,6,12,2,2,1,1,.656384036745744
317,411121886,5,12,16,17,22,26,40,29,34,13,21,24,27,32,5,25,6,11,2,17,16,3,22,35,15,28,3,26,8,12,27,36,22,13,15,11,MXD1_1753104514_5,2,4,1,3,3,1,6,4,10,2,1,1,2,.724568543335398
1324,411121889,6,20,5,7,19,32,8,31,14,26,3,35,22,38,10,30,16,27,2,31,5,1,10,26,9,25,16,11,21,38,3,26,5,31,10,38,MXD1_1753104514_5,1,4,1,2,1,2,2,2,5,2,2,1,1,.844307688019494
2035,411121894,24,35,25,30,37,29,9,26,11,28,15,35,6,37,8,26,21,31,16,1,17,38,22,18,14,28,6,39,22,33,24,23,15,35,37,33,MXD1_1753104514_5,1,4,2,2,8,1,2,2,10,2,2,2,2,.656384036745744
2143,411121895,27,12,1,19,6,18,14,11,16,29,15,35,33,26,2,28,22,23,5,19,6,18,22,25,3,38,15,23,10,26,1,36,33,28,16,18,MXD1_1753104514_5,2,4,1,2,3,1,6,2,6,2,2,2,1,.724568543335398
2184,411121898,25,11,22,28,23,30,10,32,4,34,5,25,22,1,16,31,4,24,33,11,8,28,6,38,15,20,21,30,16,32,8,29,9,34,17,11,MXD1_1753104514_5,1,4,1,2,4,1,5,3,13,2,2,2,2,1.08361626739121
896,411121907,2,13,10,18,8,20,29,38,3,27,1,25,10,21,6,30,2,35,3,28,14,35,32,25,10,19,2,24,15,26,14,28,17,32,6,23,MXD1_1753104514_5,1,4,2,2,8,1,2,3,9,2,2,1,1,.656384036745744
1677,411121918,6,18,16,38,9,31,27,32,12,19,14,29,2,34,10,26,8,29,17,32,2,20,15,25,10,33,3,7,24,19,13,37,27,34,9,20,MXD1_1753104514_5,2,4,2,5,8,2,6,2,5,2,2,2,2,.563296097053295
2087,411121919,12,26,1,11,8,28,22,35,2,37,5,29,10,24,13,15,4,28,3,24,2,37,7,19,9,40,34,35,33,27,39,26,4,29,3,18,MXD1_1753104514_5,1,4,1,4,8,3,6,2,2,2,2,2,1,.656384036745744
1537,411121920,4,18,32,28,12,15,5,39,6,16,33,36,3,38,10,35,21,25,34,16,5,15,33,14,11,28,9,35,10,16,13,25,32,14,9,38,MXD1_1753104514_5,1,4,2,2,1,3,5,3,10,2,2,1,2,.844307688019494
2021,411121931,22,39,25,27,3,12,2,35,32,14,29,39,9,7,36,26,28,14,2,34,30,18,3,19,9,13,25,15,29,4,10,26,17,19,7,38,MXD1_1753104514_5,1,4,2,5,8,3,5,2,9,2,1,1,1,.656384036745744
861,411121937,10,36,3,26,22,33,20,17,2,24,31,27,10,26,37,38,16,33,5,32,23,28,8,19,2,27,10,29,15,28,22,17,6,25,16,29,MXD1_1753104514_5,2,4,1,3,1,3,6,4,3,2,1,1,1,.929938542002311
2165,411121938,2,28,31,35,3,13,10,18,6,29,14,24,16,23,40,28,22,11,10,38,2,34,1,4,32,39,9,18,3,28,23,26,2,32,5,36,MXD1_1753104514_5,2,4,2,2,8,3,5,2,11,2,2,2,2,.563296097053295
2261,411121941,32,38,25,23,8,21,24,26,3,29,30,35,34,28,11,27,33,40,17,30,13,28,24,35,37,26,33,29,15,39,12,35,34,1,6,38,MXD1_1753104514_5,1,4,2,3,6,3,6,3,8,2,2,2,2,.656384036745744
1142,411121945,9,29,8,32,20,25,4,30,22,11,6,24,3,26,5,29,16,27,39,24,21,34,22,32,6,13,5,28,4,38,3,29,8,26,10,34,MXD1_1753104514_5,2,4,2,1,3,1,1,1,1,1,2,1,1,.724568543335398
815,411121946,10,25,7,35,9,12,40,13,6,18,3,26,20,30,11,25,7,28,6,34,5,18,3,17,16,19,37,29,8,24,5,11,21,12,9,26,MXD1_1753104514_5,2,4,1,1,6,3,6,4,3,2,1,1,1,.563296097053295
2249,411121951,2,12,10,20,15,29,14,32,5,31,16,38,13,39,6,12,15,30,19,33,9,26,2,34,18,35,5,11,3,32,19,26,8,37,10,34,MXD1_1753104514_5,2,4,2,1,1,3,1,5,10,1,2,2,2,.929938542002311
2164,411121956,40,36,3,25,10,31,2,20,37,26,6,24,5,23,21,35,3,28,1,29,22,20,8,35,10,28,27,36,7,25,5,11,2,17,8,39,MXD1_1753104514_5,2,4,2,1,8,3,4,3,5,2,2,1,2,.563296097053295
607,411121960,22,17,3,31,2,19,6,34,37,18,5,24,11,35,13,34,3,29,5,20,12,19,2,34,10,14,6,26,1,28,13,38,10,26,11,15,MXD1_1753104514_5,1,4,2,3,5,3,6,2,2,2,2,2,2,.844307688019494
1507,411121962,17,21,3,31,2,38,6,34,7,30,5,28,14,35,10,13,3,29,8,33,7,12,2,18,10,11,6,26,23,28,22,12,10,26,16,30,MXD1_1753104514_5,2,4,1,5,6,3,6,5,10,2,2,1,1,.563296097053295
2370,411121965,15,29,6,38,5,28,4,36,19,23,17,11,34,26,33,35,6,13,30,29,19,38,3,24,18,23,32,12,6,25,16,27,10,38,2,20,MXD1_1753104514_5,2,4,2,5,1,1,6,6,11,2,1,1,1,.929938542002311
2283,411121966,34,24,25,39,2,36,16,29,27,28,18,38,3,12,1,13,2,35,16,21,9,31,3,30,16,12,8,35,18,13,10,31,1,38,22,11,MXD1_1753104514_5,1,4,1,5,6,2,6,2,5,2,1,1,1,.656384036745744
2235,411121971,2,13,10,28,8,11,9,35,22,29,1,4,3,12,6,18,9,13,4,35,2,19,7,18,3,36,10,19,17,11,2,27,1,18,37,12,MXD1_1753104514_5,1,4,2,2,1,2,5,3,9,2,2,1,1,.844307688019494
1526,411121974,40,27,21,9,33,29,3,28,19,36,6,40,34,7,2,4,33,32,37,35,28,15,5,14,6,25,11,27,22,13,32,10,14,25,3,38,MXD1_1753104514_5,1,4,2,4,6,3,2,3,3,2,1,2,1,.656384036745744
173,411121981,4,28,27,13,8,11,14,29,10,33,5,12,4,35,16,20,15,7,23,28,25,12,4,29,21,39,6,36,16,35,15,28,5,39,6,11,MXD1_1753104514_5,1,4,1,5,4,1,6,3,9,2,2,2,1,.844307688019494
1965,411121982,32,21,16,27,3,17,35,24,10,23,22,14,33,13,21,7,8,35,34,27,31,38,16,29,2,13,34,4,7,37,22,39,33,24,32,23,MXD1_1753104514_5,1,4,3,1,5,3,6,6,11,2,2,2,2,1.26338230024556
1267,411121994,36,25,15,29,21,24,6,19,10,26,22,38,8,25,6,13,14,23,7,29,4,1,21,18,9,20,34,28,3,26,10,12,5,23,9,27,MXD1_1753104514_5,1,4,1,5,4,3,5,3,9,2,2,1,1,.844307688019494
1009,411121996,29,31,17,13,8,15,4,22,7,19,1,18,27,14,13,16,12,19,25,31,1,15,27,34,33,4,6,40,5,35,24,9,13,16,8,26,MXD1_1753104514_5,1,4,2,5,2,3,2,3,9,2,1,1,1,.656384036745744
2181,411121997,8,34,9,38,21,26,10,31,8,15,29,34,33,19,2,12,5,14,21,31,6,32,10,30,3,14,7,26,4,11,9,19,5,23,10,16,MXD1_1753104514_5,2,4,1,2,1,3,3,6,7,2,2,1,2,.929938542002311
2348,411122002,5,28,9,11,21,38,2,15,8,26,1,14,10,34,6,38,21,12,19,26,37,18,40,29,6,31,39,28,3,15,2,23,22,33,36,28,MXD1_1753104514_5,1,4,3,2,8,3,3,4,10,2,1,1,1,1.26338230024556
145,411122004,25,38,10,36,5,2,16,32,12,26,6,24,3,38,15,35,11,18,16,28,22,36,6,25,10,35,23,38,17,30,15,37,14,34,9,24,MXD1_1753104514_5,2,4,1,3,6,2,3,3,6,2,2,1,1,.563296097053295
1800,411122017,8,24,2,28,10,31,1,7,5,19,3,26,6,35,8,18,1,25,20,32,34,18,39,8,24,12,27,13,28,10,33,22,26,16,11,25,MXD1_1753104514_5,1,4,2,5,8,3,4,3,5,2,2,1,2,.656384036745744
2314,411122026,1,19,5,7,3,39,25,26,10,18,9,19,2,29,5,36,3,13,16,29,14,26,3,28,1,35,15,38,4,17,16,24,40,13,6,26,MXD1_1753104514_5,1,4,1,3,6,1,5,4,10,2,2,1,1,.656384036745744
1752,411122031,6,37,23,29,16,18,40,27,12,19,17,26,13,25,39,34,24,29,16,38,12,26,21,28,9,25,10,38,15,29,23,27,13,26,5,35,MXD1_1753104514_5,2,4,1,5,1,3,6,2,7,2,2,2,2,.929938542002311
1445,411122033,3,7,15,29,25,4,14,40,17,28,16,21,5,39,1,11,2,12,22,18,3,25,16,35,14,33,2,39,21,38,17,34,32,35,3,36,MXD1_1753104514_5,1,4,2,5,7,3,6,1,3,1,2,2,1,.656384036745744
953,411122041,3,31,10,17,23,28,6,12,21,36,19,38,16,26,10,28,22,13,14,29,23,26,15,35,2,34,16,30,7,29,3,32,10,34,25,28,MXD1_1753104514_5,1,4,1,2,5,3,2,2,3,2,2,1,2,.844307688019494
352,411122049,7,34,3,29,13,33,22,36,21,30,8,27,10,26,2,31,16,30,10,33,13,37,17,31,3,39,9,27,2,36,13,30,12,38,16,25,MXD1_1753104514_5,1,4,1,1,5,3,2,3,13,2,2,2,2,.844307688019494
2248,411122051,5,32,30,12,14,8,38,28,27,37,10,33,4,9,39,17,14,5,36,27,12,22,28,3,1,18,6,23,22,14,5,37,29,11,33,30,MXD1_1753104514_5,2,4,2,2,8,1,6,2,5,2,2,2,2,.563296097053295
986,411122055,40,32,13,11,10,18,7,31,22,33,6,26,40,17,39,35,5,2,25,33,1,26,15,17,12,3,13,36,9,29,24,35,10,17,22,28,MXD1_1753104514_5,1,4,1,4,1,1,3,3,9,2,2,1,2,.844307688019494
1053,411122060,33,4,9,28,3,17,1,35,2,38,22,14,40,29,9,39,10,26,3,25,13,17,34,24,8,35,9,38,33,23,13,28,2,30,8,29,MXD1_1753104514_5,1,4,2,5,8,3,6,3,4,2,1,1,2,.656384036745744
399,411122069,40,13,22,28,16,38,5,17,6,30,15,26,8,12,34,29,32,31,15,13,16,17,3,10,6,37,39,28,22,26,10,8,2,29,14,31,MXD1_1753104514_5,1,4,1,5,1,2,4,3,7,2,2,1,2,.844307688019494
2204,411122072,6,26,5,36,16,30,10,39,4,32,9,28,8,35,6,31,4,26,3,29,16,36,9,33,8,39,5,31,22,34,15,35,6,23,3,33,MXD1_1753104514_5,2,4,2,5,3,3,4,2,7,2,2,1,1,.724568543335398
2158,411122077,14,26,19,13,5,40,2,7,15,36,16,31,21,27,22,29,20,35,5,12,15,28,16,26,10,25,6,35,8,29,5,28,39,25,10,12,MXD1_1753104514_5,2,4,2,2,3,3,2,6,2,2,2,1,2,.724568543335398
303,411122083,25,22,17,28,34,31,30,19,10,40,4,26,2,1,35,39,5,36,10,2,13,11,24,15,40,34,31,35,18,20,1,16,29,5,8,36,MXD1_1753104514_5,2,4,1,5,3,3,6,3,4,2,1,1,1,.724568543335398
2292,411122084,10,28,22,25,21,36,9,26,14,27,8,28,13,6,12,19,3,29,14,22,2,33,13,7,6,29,5,25,23,38,21,17,2,25,16,35,MXD1_1753104514_5,1,4,1,1,6,1,3,4,3,2,1,1,1,.656384036745744
1534,411122087,37,20,15,25,8,39,16,12,9,11,22,30,6,35,14,38,16,26,8,36,3,39,4,24,21,34,10,18,22,19,15,37,5,28,4,35,MXD1_1753104514_5,1,4,2,4,1,2,4,2,5,2,2,1,1,.844307688019494
2266,411122089,3,24,1,26,2,37,11,38,22,26,4,1,6,25,14,35,8,21,22,26,9,24,1,14,3,25,6,30,21,36,8,18,16,19,5,33,MXD1_1753104514_5,1,4,3,4,2,3,1,5,6,1,2,2,1,1.08361626739121
2129,411122094,27,28,5,37,10,29,14,13,16,32,40,18,1,24,2,19,15,37,3,24,5,26,1,28,4,34,10,18,16,19,2,36,7,28,10,37,MXD1_1753104514_5,2,4,2,3,1,3,5,6,7,2,1,2,2,.929938542002311
353,411122096,3,13,17,10,33,23,5,6,21,36,37,38,8,16,7,28,21,17,14,4,39,26,6,22,38,8,14,24,20,29,33,32,39,40,35,36,MXD1_1753104514_5,1,4,3,1,3,1,6,3,9,2,2,1,2,1.26338230024556
2139,411122102,9,18,2,30,3,25,8,24,40,19,10,28,16,30,5,32,3,26,10,38,16,25,2,20,9,19,40,18,10,25,22,26,37,19,3,29,MXD1_1753104514_5,1,4,1,2,3,3,6,3,3,2,2,2,2,.656384036745744
