respondent_id,loglik,n_events,rlh
2247,-46.158369,36,0.277433
2248,-30.411694,36,0.429656
2249,-50.015586,36,0.249244
2250,-50.389891,36,0.246666
2251,-35.139902,36,0.376775
2252,-59.667926,36,0.190626
2253,-30.399854,36,0.429798
2254,-35.348099,36,0.374602
2255,-50.951110,36,0.242851
2256,-30.301178,36,0.430978
2257,-45.520293,36,0.282394
2259,-58.268045,36,0.198185
2260,-68.106818,36,0.150792
2261,-35.420754,36,0.373847
2263,-35.531769,36,0.372695
2264,-35.651010,36,0.371463
2265,-35.412959,36,0.373928
2266,-58.039944,36,0.199444
2267,-39.013388,36,0.338340
2268,-46.237133,36,0.276826
2269,-58.882587,36,0.194830
2270,-59.432736,36,0.191875
2271,-35.372210,36,0.374351
2272,-39.686739,36,0.332070
2273,-35.439609,36,0.373651
2274,-35.912616,36,0.368773
2275,-104.225866,36,0.055290
2276,-29.941895,36,0.435300
2277,-38.863455,36,0.339752
2278,-46.559534,36,0.274358
2279,-45.517039,36,0.282419
2280,-59.159392,36,0.193338
2281,-50.906075,36,0.243155
2282,-49.949912,36,0.249699
2283,-35.235929,36,0.375771
2284,-30.272993,36,0.431315
2285,-38.990749,36,0.338552
2286,-35.141320,36,0.376760
2287,-35.380850,36,0.374261
2288,-38.863928,36,0.339747
2289,-30.866556,36,0.424262
2290,-50.741333,36,0.244270
2291,-35.061969,36,0.377591
2292,-35.366382,36,0.374412
2293,-51.165498,36,0.241409
2294,-50.278648,36,0.247430
2295,-67.985524,36,0.151301
2296,-35.439475,36,0.373652
2297,-49.993309,36,0.249399
2298,-35.387926,36,0.374188
2299,-59.726774,36,0.190315
2300,-35.276145,36,0.375351
2301,-39.315456,36,0.335513
2302,-59.746847,36,0.190208
2303,-50.115407,36,0.248554
2304,-38.807251,36,0.340282
2305,-45.551713,36,0.282147
2306,-50.248870,36,0.247634
2307,-46.257260,36,0.276672
2308,-59.250737,36,0.192848
2309,-30.857555,36,0.424368
2310,-45.109686,36,0.285633
2311,-30.368455,36,0.430173
2312,-49.838691,36,0.250472
2313,-172.698184,36,0.008253
2314,-35.330326,36,0.374787
2315,-30.070202,36,0.433752
2316,-46.990318,36,0.271095
2317,-49.975715,36,0.249520
2318,-106.297682,36,0.052198
2319,-39.005788,36,0.338411
2321,-35.418256,36,0.373873
2322,-35.988211,36,0.368000
2323,-35.388604,36,0.374181
2324,-35.136625,36,0.376809
2325,-39.036327,36,0.338124
2326,-174.230139,36,0.007909
2327,-203.475702,36,0.003510
2328,-50.912029,36,0.243114
2329,-104.187463,36,0.055349
2330,-30.432042,36,0.429414
2331,-35.504742,36,0.372975
2334,-68.017901,36,0.151165
2335,-39.645040,36,0.332455
2336,-30.812127,36,0.424904
2337,-50.957511,36,0.242807
2338,-50.122167,36,0.248507
2339,-97.388631,36,0.066854
2340,-39.661997,36,0.332298
2341,-30.274457,36,0.431298
2343,-35.396347,36,0.374100
2345,-46.008520,36,0.278590
2346,-174.845461,36,0.007775
2347,-59.664813,36,0.190642
2348,-67.949844,36,0.151451
2350,-58.582646,36,0.196460
2351,-58.529764,36,0.196749
2352,-36.102324,36,0.366835
2353,-58.309374,36,0.197957
2354,-59.386618,36,0.192121
2355,-35.256640,36,0.375555
2357,-36.187271,36,0.365971
2358,-124.298012,36,0.031659
2359,-39.272404,36,0.335914
2360,-50.754492,36,0.244181
2362,-30.872876,36,0.424187
2366,-46.495926,36,0.274843
2368,-104.901289,36,0.054262
2369,-104.773245,36,0.054456
2370,-49.644340,36,0.251828
2372,-97.485582,36,0.066674
2373,-39.138867,36,0.337162
2374,-68.835404,36,0.147771
2375,-49.946884,36,0.249720
2376,-50.919767,36,0.243062
2377,-35.548397,36,0.372523
2378,-58.651987,36,0.196082
2379,-35.587468,36,0.372119
2380,-35.362066,36,0.374457
2381,-68.057681,36,0.150998
2382,-35.268012,36,0.375436
2383,-46.585044,36,0.274164
2384,-59.048500,36,0.193934
2386,-39.799460,36,0.331032
2387,-58.918898,36,0.194634
2388,-58.161458,36,0.198772
2389,-35.821213,36,0.369711
2391,-38.933603,36,0.339090
2392,-39.878349,36,0.330307
2393,-97.246353,36,0.067119
2395,-35.092912,36,0.377267
2396,-45.825631,36,0.280009
2397,-30.355511,36,0.430328
2398,-59.202347,36,0.193107
2401,-39.950677,36,0.329644
2402,-59.303888,36,0.192563
2403,-30.404432,36,0.429743
2404,-30.833592,36,0.424651
2405,-46.556061,36,0.274385
2406,-35.374500,36,0.374327
2407,-68.786306,36,0.147972
2408,-50.717724,36,0.244430
2409,-35.614875,36,0.371836
2412,-30.399125,36,0.429807
2414,-45.347996,36,0.283749
2415,-67.323520,36,0.154109
2416,-35.079402,36,0.377408
2418,-122.551520,36,0.033233
2420,-68.222364,36,0.150308
2421,-45.453841,36,0.282916
